FID,CD_MUN,NM_MUN,EST_POP_19,Shape__Area,Shape__Length,COD_UF
414,2601607,Belém do São Francisco,20729,1884567281.59741,236054.575892729,26
415,2600609,Alagoinha,14636,222707125.107666,66277.7775139138,26
416,2600807,Altinho,22972,465588446.326416,105467.099778294,26
417,2600906,Amaraji,22829,241586157.208496,72491.6521405957,26
418,2601003,Angelim,11150,121701154.42334,60840.6819359401,26
419,2601052,Araçoiaba,20524,98823503.4814453,57825.5810167811,26
420,2601102,Araripina,84418,2087244619.07324,227379.907678871,26
421,2601201,Arcoverde,74338,332525636.953857,105623.116013571,26
422,2601300,Barra de Guabiraba,14385,124018370.075439,58098.5197406997,26
423,2601409,Barreiros,42659,240587686.390869,101474.653367628,26
424,2612406,Sanharó,26462,276266518.032471,86877.4029335835,26
425,2612307,Saloá,15843,259508160.699951,91219.9382611001,26
426,2612455,Santa Cruz,15398,1280669068.49976,191628.169649292,26
427,2612505,Santa Cruz do Capibaribe,107937,343964956.300537,93139.8156998939,26
428,2612554,Santa Filomena,14477,1032976274.55029,167942.132573924,26
429,2612604,Santa Maria da Boa Vista,41931,3089680892.1333,284024.982437834,26
430,2612802,Santa Terezinha,11815,205053906.57373,66625.5016169166,26
431,2514602,São José do Bonfim,3557,157065313.438721,63967.9409732256,25
432,2602704,Buenos Aires,13155,95524052.4257813,55056.7897842691,26
433,2601706,Belo Jardim,76439,665617469.833252,174567.841606935,26
434,2502904,Brejo dos Santos,6449,95661845.1662598,50199.344015495,25
435,2601805,Betânia,12719,1278538252.92017,158393.454845278,26
436,2601904,Bezerros,60798,506159493.165283,121065.55908378,26
437,2602001,Bodocó,38146,1661841757.02026,224329.886256962,26
438,2602100,Bom Conselho,48554,818178565.460205,167911.552807456,26
439,2602209,Bom Jardim,39184,223961047.307129,104071.021740721,26
440,2602308,Bonito,38134,401381754.538086,140510.618120052,26
441,2602407,Brejão,8993,164868591.622803,65833.4948963729,26
442,2602506,Brejinho,7487,108742028.475586,65670.792221557,26
443,2602605,Brejo da Madre de Deus,50742,782726837.36084,170368.50656475,26
444,2602803,Buíque,58378,1360137163.85742,188303.510187794,26
445,2602902,Cabo de Santo Agostinho,207048,457687733.980469,141810.937795684,26
446,2603009,Cabrobó,34221,1705609000.08008,217107.487945625,26
447,2603207,Caetés,28739,303962186.974365,94527.3791614592,26
448,2603405,Calumbi,5750,184042403.938721,99525.5979153024,26
449,2603454,Camaragibe,157828,52604829.9851074,45248.1892677343,26
450,2612471,Santa Cruz da Baixa Verde,12592,117875536.03833,53836.966018327,26
451,2513653,Joca Claudino,2636,73202466.6933594,38186.4762203585,25
452,2612703,Santa Maria do Cambucá,14137,94497382.4221191,43822.4092851562,26
453,2613008,São Bento do Una,59504,740088912.490723,132082.511794284,26
454,2932002,Uauá,24240,3173463112.44873,261542.991222842,29
455,2301109,Aracati,74547,1243646160.68823,246216.613262921,23
456,4301305,Arroio Grande,18293,3512690869.30664,448286.384571881,43
457,2917706,Jaguarari,33570,2559465638.90186,281674.022848663,29
458,2901353,Andorinha,14595,1416095732.91016,223767.88064157,29
459,5000906,Antônio João,8956,1284845673.26758,319989.689928426,50
460,5001003,Aparecida do Taboado,25745,3135072615.72656,250182.0095955,50
461,5001508,Bandeirantes,6788,3520031238.78027,363438.662944822,50
462,5002159,Bodoquena,7875,2971183970.25684,378249.44963419,50
463,2906006,Campo Formoso,71206,7442846919.24756,516560.228210301,29
464,4307104,Herval,6821,2455169313.68555,347509.103538426,43
465,4311007,Jaguarão,26680,2887133085.66211,291620.852626821,43
466,4314175,Pedras Altas,1982,1909502258.9707,276483.243698315,43
467,4314209,Pedro Osório,7730,841261419.339844,154175.825048789,43
468,4314506,Pinheiro Machado,12271,3095810621.89648,505164.715724915,43
469,4314605,Piratini,20663,4875050960.34961,509397.021407073,43
470,2515971,Sobrado,7783,63347411.2570801,56893.9769298301,25
471,2511509,Pilar,11917,105676123.48999,63522.6067047042,25
472,2513356,Santa Inês,3595,335739521.548096,96200.4835496785,25
473,2504405,Conceição,18982,594571263.059082,183991.129219876,25
474,5004007,Glória de Dourados,9965,580246725.104492,112542.715504975,50
475,5000252,Alcinópolis,5343,4899860076.75391,487565.926994222,50
476,3301207,Carmo,18895,356861074.341797,112418.018729874,33
477,5000856,Angélica,10780,1501715217.31055,210583.570228179,50
478,5002605,Camapuã,13711,7043719125.03516,604286.000272699,50
479,5002902,Cassilândia,21939,4118698947.58301,474579.673462932,50
480,5003157,Coronel Sapucaia,15253,1220100714.76855,200049.644940579,50
481,5003306,Coxim,33543,7128076278.63184,667173.859285287,50
482,5003504,Douradina,5924,327884501.799805,89739.3614663582,50
483,5003702,Dourados,222949,4757918143.2959,630530.747042094,50
484,5003751,Eldorado,12353,1214174751.00977,161264.197543178,50
485,5003900,Figueirão,3051,5471018059.16699,419953.258797589,50
486,2517100,Várzea,2810,195263612.148438,71026.3182552287,25
487,2603108,Cachoeirinha,20380,184431177.70752,71147.3857717337,26
488,2603306,Calçado,11053,125636295.211182,58828.1696549681,26
489,2603504,Camocim de São Félix,18765,74010128.998291,47673.3709420848,26
490,2101731,Belágua,7469,574930606.802856,113407.317814518,21
491,5003256,Costa Rica,20823,4651027629.68359,475468.535635107,50
492,5006275,Paraíso das Águas,5555,5707197771.11719,513483.824317597,50
493,5000203,Água Clara,15522,8854194158.43652,656680.231033123,50
494,2509107,Mari,21837,158660837.474609,57173.2272771501,25
495,2112209,Timon,169107,1790948482.42773,187189.594344178,21
496,2103000,Caxias,164880,5269296851.24902,470502.152560305,21
497,2107803,Parnarama,34907,3293712041.84106,321570.471700032,21
498,2503803,Caldas Brandão,6014,57208851.7470703,56375.5740518238,25
499,2509800,Mulungu,9902,191324891.749023,70984.8085609329,25
500,2516805,Triunfo,9455,228835796.686035,84906.9969409335,25
501,2512077,Poço de José de Moura,4307,96540603.626709,49126.2277388785,25
502,2506400,Gurinhém,14129,348022323.653809,90192.709638625,25
503,2500502,Alagoinha,14489,113761270.214111,49233.4176560342,25
504,2500304,Alagoa Grande,28496,329146806.565918,91370.3564479285,25
505,2516102,Soledade,14989,590984546.857178,106169.843670912,25
506,2512002,Pocinhos,18564,637686318.088867,144565.671671638,25
507,2510501,Olivedos,3932,321426351.080078,86860.7429744182,25
508,5107248,Santa Carmem,4525,4052461687.31348,425518.204040946,51
509,2100956,Arame,32701,3019011299.70239,335945.945274663,21
510,2102606,Cândido Mendes,20178,1647201138.89777,362532.292288193,21
511,2104305,Godofredo Viana,11819,725391706.208313,271685.568823995,21
512,5108303,União do Sul,3525,4802116386.58203,473216.710392747,51
513,5004403,Inocência,7610,6530323697.9873,511212.954945854,50
514,5004502,Itaporã,24839,1569648686.65137,208762.573973135,50
515,5004601,Itaquiraí,21142,2459351367.07031,281465.300402147,50
516,5004809,Japorã,9110,499991003.173828,139658.195319832,50
517,5004908,Jaraguari,7187,3325293423.17676,361727.755481379,50
518,5005103,Jateí,4027,2282600137.52441,341280.263357096,50
519,5005202,Ladário,23331,398850619.599609,86953.4628902146,50
520,5005400,Maracaju,47083,6270574026.43848,1158663.49031802,50
521,5005681,Mundo Novo,18366,575288438.638672,146682.823958015,50
522,5005707,Naviraí,54878,3783282014.19043,380007.762823303,50
523,5006259,Novo Horizonte do Sul,3814,1001107997.21973,189032.280949647,50
524,5006358,Paranhos,14228,1566349920.92871,240874.767038771,50
525,5006408,Pedro Gomes,7674,3946631209.61426,570145.687376347,50
526,5006606,Ponta Porã,92526,6282364161.69336,1021168.64175288,50
527,2111763,Senador La Rocque,14293,750051158.288574,177557.253245388,21
528,5007208,Rio Brilhante,37514,4636800889.97266,547313.418337492,50
529,5007505,Rochedo,5499,1783446745.99414,308873.105770904,50
530,5007695,São Gabriel do Oeste,26771,4338011287.23828,435096.405378837,50
531,5007703,Sete Quedas,10791,1008144358.6709,257159.232026198,50
532,5007802,Selvíria,6529,3718413429.23438,310406.09925574,50
533,5007901,Sidrolândia,57665,6080635402.33887,522962.43534198,50
534,5007935,Sonora,19274,4634582471.8252,802901.904301898,50
535,5007950,Tacuru,11552,2136086585.92969,274287.606658907,50
536,5007976,Taquarussu,3588,1241633253.0166,226622.860326399,50
537,4311122,Jaquirana,3716,1191154489.39063,283827.769117679,43
538,4302303,Bom Jesus,11349,3415208581.84766,431209.504353716,43
539,4318622,São José dos Ausentes,3527,1529836736.31445,369749.213307768,43
540,4302352,Bom Princípio,14055,117530187.455078,67963.451962361,43
541,4300570,Alto Feliz,3028,104166797.177734,47978.1038197145,43
542,4301651,Barão,6171,164042175.392578,72295.6937848321,43
543,2511301,Piancó,16075,590022385.773193,136187.847627757,25
544,3302908,Miguel Pereira,25538,338974059.143555,140582.794258886,33
545,2516201,Sousa,69444,743508208.892822,151130.366362324,25
546,2513984,São Francisco,3392,92554163.1481934,50914.6032343981,25
547,2930709,Simões Filho,134377,213047899.949707,74974.0840645864,29
548,2910057,Dias d'Ávila,81089,194118976.019531,122167.671513667,29
549,2905701,Camaçari,299132,830118641.010254,214837.619720172,29
550,2921005,Mata de São João,46583,638712583.123047,240020.945687611,29
551,2910503,Entre Rios,41780,1249662831.55225,291059.297175937,29
552,2300309,Acopiara,54270,2295234229.09668,325822.629956673,23
553,2309300,Nova Russas,32328,746782315.190918,127948.914161633,23
554,2305902,Ipueiras,38166,1502680957.42554,221383.543902089,23
555,2305803,Ipu,41964,633900459.128418,166777.265968052,23
556,2304236,Croatá,18063,705132503.955688,133678.595901477,23
557,2306207,Itaiçaba,7827,216482868.063354,96486.9262043218,23
558,2612901,São Benedito do Sul,15895,165386952.710205,59296.5849828553,26
559,2613107,São Caitano,37245,393185204.646729,99960.1069131037,26
560,2613206,São João,22793,266339278.463135,74517.8718170273,26
561,2306603,Itatira,21647,840608782.27002,165653.737280447,23
562,2306702,Jaguaretama,18162,1855922473.87695,196050.60801892,23
563,2306801,Jaguaribara,11401,633135365.770508,154918.736768054,23
564,2306900,Jaguaribe,34682,1910052343.63501,308028.051844336,23
565,2613305,São Joaquim do Monte,21356,238727306.665283,96178.6358485199,26
566,2613404,São José da Coroa Grande,21298,71322602.4790039,42244.049375701,26
567,2613503,São José do Belmonte,33959,1511969664.45117,194563.950105394,26
568,2613602,São José do Egito,33951,813272452.568115,170570.471157758,26
569,2613701,São Lourenço da Mata,113230,269045370.867676,86098.2725875308,26
570,2613800,São Vicente Férrer,18018,116771934.43457,64421.6699652212,26
571,2613909,Serra Talhada,86350,3059113517.85498,305329.980010487,26
572,2614006,Serrita,19165,1574523035.02832,227524.697039756,26
573,2614105,Sertânia,35907,2487935876.08423,264552.170261016,26
574,2614204,Sirinhaém,45865,385291156.419434,102610.389008321,26
575,2614303,Moreilândia,11270,414195921.443115,125926.605180394,26
576,2307502,Lavras da Mangabeira,31508,964898387.729248,164866.667264713,23
577,2307635,Madalena,19691,1011669018.58838,201564.886670017,23
578,2307650,Maracanaú,227886,106257919.132446,69721.2169728818,23
579,2307700,Maranguape,128978,590282636.651611,149487.430573037,23
580,2912806,Ibirapuã,8637,854710185.950195,160150.324463164,29
581,3166709,Serra dos Aimorés,8699,236839743.056641,93324.2478376883,31
582,2702108,Colônia Leopoldina,21698,214448259.513672,87274.245209293,27
583,3144300,Nanuque,40750,1683463619.7002,318993.541357503,31
584,2705101,Matriz de Camaragibe,24642,245792954.640625,92113.8257499543,27
585,2706505,Passo de Camaragibe,15245,259613409.88916,88099.4595707727,27
586,2308401,Missão Velha,35393,627465794.92627,148515.425457861,23
587,2308807,Moraújo,8724,418743903.810547,133157.526372296,23
588,2309102,Mulungu,10823,99166059.7215576,59054.7207684712,23
589,2309201,Nova Olinda,15565,288835237.289795,78919.393800144,23
590,2309508,Orós,21427,588285936.375488,151309.214231387,23
591,2309706,Pacatuba,83432,134765919.654907,69470.0305949004,23
592,2309805,Pacoti,12261,113793328.035034,63028.3486745033,23
593,2310100,Palmácia,13322,130430468.884033,83687.350334221,23
594,1706001,Couto Magalhães,5588,1631128613.896,217798.903108584,17
595,1716109,Paraíso do Tocantins,51252,1343993517.02686,248344.863318908,17
596,2603603,Camutanga,8551,40040648.4504395,36575.1846316631,26
597,2514800,São José dos Cordeiros,3628,385559328.859375,111872.559152618,25
598,2510659,Parari,1771,212627981.040527,71745.5894491355,25
599,2513851,Santo André,2521,202278340.255615,79389.4189859484,25
600,2603702,Canhotinho,24804,436312974.182129,135457.46668756,26
601,2603801,Capoeiras,20048,346394638.86084,103625.308896967,26
602,2603900,Carnaíba,19551,438650661.688477,127993.379123667,26
603,2603926,Carnaubeira da Penha,12932,1033245871.34058,149445.250436074,26
604,2604007,Carpina,83641,151427273.433594,70314.86259056,26
605,2310407,Paramoti,12226,545704135.104614,143569.587631007,23
606,2604155,Casinhas,14341,118783659.947754,59949.9402602708,26
607,2310704,Pentecoste,37751,1395358594.12537,196532.053536581,23
608,2310803,Pereiro,16307,443655821.606445,213104.179766468,23
609,2604205,Catende,42892,213432841.121094,112916.603816367,26
610,2310951,Pires Ferreira,10951,247458985.933228,85127.1278797575,23
611,2311009,Poranga,12336,1328787312.35669,209157.546426061,23
612,2604304,Cedro,11807,152479120.05835,64974.2637364953,26
613,2604403,Chã de Alegria,13518,49827368.7412109,39876.8303304742,26
614,2604502,Chã Grande,21698,87182747.1804199,49582.7194514716,26
615,2604601,Condado,26421,91832046.8327637,51008.7838562956,26
616,2604809,Cortês,12578,104211125.568115,71141.6271485288,26
617,2604908,Cumaru,10906,299991465.384521,87911.6210397937,26
618,2605103,Custódia,37111,1442365597.69849,200770.49016043,26
619,2605152,Dormentes,18908,1583515938.91479,198058.419831533,26
620,2605202,Escada,68875,351864801.110352,122804.764469714,26
621,2311108,Porteiras,14996,230291136.935059,63760.1608893936,23
622,2614402,Solidão,6007,141770544.762451,62973.8053035298,26
623,2311231,Potiretama,6419,416015028.631348,118854.889307315,23
624,2614501,Surubim,65089,259384960.462158,82443.3928880322,26
625,2614600,Tabira,28534,397438714.844238,96705.4462637663,26
626,2311702,Reriutaba,18491,377384550.173828,91335.3510503592,23
627,2311900,Saboeiro,15819,1408313032.03564,271116.886755145,23
628,2312809,Senador Sá,7623,428881165.618896,144143.797901344,23
629,2313252,Tarrafas,8592,421208579.682129,117989.674904494,23
630,2313351,Tejuçuoca,19187,767380927.97229,141119.867200699,23
631,2702702,Feliz Deserto,4754,114405167.6875,48649.4008375578,27
632,2313708,Umari,7733,268480819.321533,98542.5696611331,23
633,2702306,Coruripe,56933,932057742.926758,152933.95530275,27
634,2931905,Tucano,50687,2296103714.63818,231782.764903776,29
635,2314003,Várzea Alegre,40721,847194912.39502,181136.452828063,23
636,2302305,Bela Cruz,32591,850161669.995361,156347.461264626,23
637,2307254,Jijoca de Jericoacoara,19816,210962199.97937,77426.0967296407,23
638,5001243,Aral Moreira,12149,1958355261.13379,334892.43133218,50
639,2300408,Aiuaba,17399,2487483310.62476,292244.569333527,23
640,2300507,Alcântaras,11714,137206353.988403,66910.2362227451,23
641,2300606,Altaneira,7586,74248713.6115723,56119.9349951787,23
642,2300804,Antonina do Norte,7353,265075989.489502,114883.833397839,23
643,2300903,Apuiarés,14600,550246844.429199,118654.946710315,23
644,2301406,Aratuba,11847,121275030.080811,77048.1081024041,23
645,2301802,Baixio,6288,148539097.231201,64685.3436989194,23
646,2301851,Banabuiú,18197,1097388657.8186,213679.494289762,23
647,5100805,Apiacás,10133,21116513753.4995,951967.897863336,51
648,1300144,Apuí,21973,55612651439.8667,1146888.54034121,13
649,4309555,Harmonia,4866,64386376.3007813,53434.1554003976,43
650,2605004,Cupira,24107,97949590.3161621,49280.4086259771,26
651,4319752,São Vendelino,2243,42432069.8222656,37408.2571453286,43
652,2605301,Exu,31825,1368911673.77832,167209.044280046,26
653,4322251,Tupandi,4855,78708045.4921875,46916.9234170844,43
654,2605400,Feira Nova,22131,110539781.57251,48227.076329152,26
655,2605459,Fernando de Noronha,3061,18818793.8201904,53189.3503130919,26
656,2605509,Ferreiros,12123,94723905.3933105,58882.3817360127,26
657,2605608,Flores,22624,1021509555.10962,148585.865363114,26
658,2605707,Floresta,32873,3750888132.8562,399015.76816821,26
659,2605806,Frei Miguelinho,15457,218245789.504883,70503.8932297584,26
660,2605905,Gameleira,31052,263519153.601807,96775.8961330841,26
661,2606002,Garanhuns,139788,472885652.525879,145232.727486087,26
662,2606101,Glória do Goitá,30604,237958225.281006,78735.5634593621,26
663,2606903,Iguaracy,12228,859588130.777588,188136.452252179,26
664,2607000,Inajá,23247,1203893442.37866,205192.477401555,26
665,2606200,Goiana,79758,456766335.856934,114799.254577551,26
666,2606309,Granito,7486,534895986.510742,101644.138279787,26
