OBJECTID,Codigo_Municipio,Nome_municipio,Nome_Estado,GR,Pop_Total,Total_Medicos,Medicos_SUS,Medicos_100mil_hab_Ind,Medicos_SUS_100mil_hab_Ind,Shape__Area,Shape__Length
215,2100709,Anajatuba,Maranhão,Nordeste,26803,10,10,37.3092564265194,37.3092564265194,0.082274204278221,1.30341755142647
216,3502002,Analândia,São Paulo,Sudeste,4995,4,4,80.0800800800801,80.0800800800801,0.028530589165598,0.849957941494322
217,1300086,Anamã,Amazonas,Norte,13614,4,4,29.3815190245336,29.3815190245336,0.1990873927829,2.45875714885101
218,1701002,Ananás,Tocantins,Norte,9549,4,4,41.8892030579118,41.8892030579118,0.128856224807322,2.06415970288495
219,1500800,Ananindeua,Pará,Norte,530598,700,532,131.926618645377,100.264230170487,0.0154764953607263,0.926522285177648
220,5201108,Anápolis,Goiás,Centro-Oeste,386923,891,711,230.27837580087,183.757491800694,0.0788982067822417,2.08079487117395
221,1500859,Anapu,Pará,Norte,27890,9,9,32.2696306920043,32.2696306920043,0.96874415533577,8.68289892843772
222,2100808,Anapurus,Maranhão,Nordeste,15732,7,7,44.4952962115433,44.4952962115434,0.0495106702530279,1.55092333863076
223,5000708,Anastácio,Mato Grosso do Sul,Centro-Oeste,25135,27,26,107.419932365228,103.441416351701,0.255467024414656,3.26160234907803
224,5000807,Anaurilândia,Mato Grosso do Sul,Centro-Oeste,9035,22,22,243.49750968456,243.49750968456,0.297183475537508,2.32532238284375
225,3200409,Anchieta,Espírito Santo,Sudeste,29263,78,55,266.548200799645,187.950654410006,0.0357169135739923,1.26776466955741
226,4200804,Anchieta,Santa Catarina,Sul,5638,6,6,106.420716566158,106.420716566158,0.0210095207735321,1.13341342683687
227,2901304,Andaraí,Bahia,Nordeste,13143,10,10,76.0861294985924,76.0861294985924,0.132370621287947,2.35748465987595
228,4101101,Andirá,Paraná,Sul,20031,30,22,149.767859817283,109.829763866008,0.020795375650664,0.879163691803999
229,2901353,Andorinha,Bahia,Nordeste,14595,7,5,47.9616306954436,34.2583076396026,0.112439770227667,1.99085072186689
230,3102605,Andradas,Minas Gerais,Sudeste,41077,111,102,270.224213063271,248.314141733817,0.0410732949069939,1.2135993940762
231,3502101,Andradina,São Paulo,Sudeste,57157,196,167,342.915128505695,292.177686022709,0.0836739604330887,1.51280438559661
232,4300661,André da Rocha,Rio Grande do Sul,Sul,1333,3,3,225.056264066017,225.056264066017,0.0299170217022038,1.09683300070899
233,3102803,Andrelândia,Minas Gerais,Sudeste,12224,22,12,179.973821989529,98.1675392670157,0.0877618513507628,2.38911067731471
234,3502200,Angatuba,São Paulo,Sudeste,25228,22,15,87.2046931980339,59.4577453622959,0.090769767623442,2.21530604381519
235,3102852,Angelândia,Minas Gerais,Sudeste,8520,4,4,46.9483568075117,46.9483568075117,0.0157751155813912,0.726726553358779
236,5000856,Angélica,Mato Grosso do Sul,Centro-Oeste,10780,2,2,18.5528756957328,18.5528756957328,0.111403700737128,1.79717001831514
237,2601003,Angelim,Pernambuco,Nordeste,11150,6,6,53.8116591928251,53.8116591928251,0.00970288691101473,0.542698628864374
238,4200903,Angelina,Santa Catarina,Sul,4801,11,11,229.118933555509,229.118933555509,0.0456849708432401,1.27358513963148
239,2901403,Angical,Bahia,Nordeste,13977,6,6,42.927666881305,42.927666881305,0.127005073847272,1.968750242504
240,2200608,Angical do Piauí,Piauí,Nordeste,6788,2,2,29.4637595757219,29.4637595757219,0.018252813060414,0.763705882440315
241,1701051,Angico,Tocantins,Norte,3433,0,0,0,0,0.0369257412156685,0.96059967931473
242,2400802,Angicos,Rio Grande do Norte,Nordeste,11714,5,5,42.6839679016561,42.6839679016561,0.0605338615452808,1.35526330960239
243,3300100,Angra dos Reis,Rio de Janeiro,Sudeste,203785,485,376,237.995927080011,184.508182643472,0.0726635425655786,4.98541301875043
244,2901502,Anguera,Bahia,Nordeste,11221,4,4,35.6474467516264,35.6474467516264,0.0156026351928631,0.627239025924268
245,4101150,Ângulo,Paraná,Sul,2928,2,2,68.3060109289617,68.3060109289618,0.00935099317450749,0.552056598725347
246,5201207,Anhanguera,Goiás,Centro-Oeste,1149,0,0,0,0,0.00486703904419983,0.328313809841975
247,3502309,Anhembi,São Paulo,Sudeste,6724,14,14,208.209399167162,208.209399167162,0.0647801575371432,1.67000690321592
248,3502408,Anhumas,São Paulo,Sudeste,4115,2,2,48.6026731470231,48.6026731470231,0.028130330810086,0.91987954765108
249,5201306,Anicuns,Goiás,Centro-Oeste,21850,14,8,64.0732265446224,36.6132723112128,0.0828383132957242,1.69961050907431
250,2200707,Anísio de Abreu,Piauí,Nordeste,9880,1,1,10.1214574898785,10.1214574898785,0.0277987189889473,0.880389296473723
251,4201000,Anita Garibaldi,Santa Catarina,Sul,7133,7,7,98.135426889107,98.135426889107,0.0538045225832775,1.48369216738479
252,4201109,Anitápolis,Santa Catarina,Sul,3232,6,4,185.643564356436,123.762376237624,0.0496798193347558,1.17320576399043
253,1300102,Anori,Amazonas,Norte,21010,10,10,47.5963826749167,47.5963826749167,0.49169192627113,6.53690494829803
254,4300703,Anta Gorda,Rio Grande do Sul,Sul,5981,13,10,217.354957364989,167.196121049992,0.0224909928290344,0.992840836859892
255,2901601,Antas,Bahia,Nordeste,19291,17,16,88.1239956456379,82.9402311958945,0.0265530861489935,0.969902226567878
256,4101200,Antonina,Paraná,Sul,18980,24,24,126.448893572181,126.448893572181,0.0790946653610263,1.51249044085063
257,2300804,Antonina do Norte,Ceará,Nordeste,7353,3,3,40.7996736026112,40.7996736026112,0.0212748367809752,0.97186066172407
258,2200806,Antônio Almeida,Piauí,Nordeste,3164,1,1,31.6055625790139,31.6055625790139,0.0528664687271316,1.07959291587662
259,2901700,Antônio Cardoso,Bahia,Nordeste,11683,4,4,34.2377813917658,34.2377813917658,0.0243992917319531,0.821977538498225
260,3102902,Antônio Carlos,Minas Gerais,Sudeste,11445,18,18,157.273918741809,157.273918741809,0.0461595714646705,1.36837471935517
261,4201208,Antônio Carlos,Santa Catarina,Sul,8513,11,11,129.214143075297,129.214143075297,0.0213314202301262,0.769309289815779
262,3103009,Antônio Dias,Minas Gerais,Sudeste,9318,5,5,53.6595836016313,53.6595836016313,0.0677586345087775,1.69276279040252
263,2901809,Antônio Gonçalves,Bahia,Nordeste,11798,6,6,50.8560773012375,50.8560773012375,0.0285255081287517,1.18146615958007
264,5000906,Antônio João,Mato Grosso do Sul,Centro-Oeste,8956,6,5,66.9941938365342,55.8284948637785,0.100296064229269,2.69066434617377
265,2400901,Antônio Martins,Rio Grande do Norte,Nordeste,7145,1,1,13.9958012596221,13.9958012596221,0.0200103186483318,0.963428950376203
266,4101309,Antônio Olinto,Paraná,Sul,7434,7,7,94.1619585687382,94.1619585687382,0.0423251222289309,1.51889892860884
267,4300802,Antônio Prado,Rio Grande do Sul,Sul,13050,34,30,260.536398467433,229.885057471264,0.0321519187540389,1.14071579086812
268,3103108,Antônio Prado de Minas,Minas Gerais,Sudeste,1598,3,3,187.734668335419,187.734668335419,0.00728108512242898,0.480157309955312
269,2500775,Aparecida,Paraíba,Nordeste,8347,7,7,83.8624655564874,83.8624655564874,0.0241884309422318,0.803290435324041
270,3502507,Aparecida,São Paulo,Sudeste,36157,60,58,165.942970932323,160.411538567912,0.0106573393691178,0.628945545632105
271,3502606,Aparecida d'Oeste,São Paulo,Sudeste,4196,8,8,190.657769304099,190.657769304099,0.0154980516936121,0.673909752879723
272,5201405,Aparecida de Goiânia,Goiás,Centro-Oeste,578179,1060,975,183.334226943559,168.6328974245,0.0236123932712076,1.00768537513058
273,5201454,Aparecida do Rio Doce,Goiás,Centro-Oeste,2474,2,2,80.8407437348424,80.8407437348424,0.0514316550656986,1.25879995778423
274,1701101,Aparecida do Rio Negro,Tocantins,Norte,4795,1,1,20.8550573514077,20.8550573514077,0.0956821978747655,1.75555073702701
275,5001003,Aparecida do Taboado,Mato Grosso do Sul,Centro-Oeste,25745,38,30,147.60147601476,116.527481064284,0.237504193703842,2.12937671291703
276,3300159,Aperibé,Rio de Janeiro,Sudeste,11759,25,24,212.603112509567,204.098988009184,0.00824870244235854,0.462985252595344
277,3200508,Apiacá,Espírito Santo,Sudeste,7567,10,10,132.152768600502,132.152768600502,0.0168595978494182,0.880263135270392
278,5100805,Apiacás,Mato Grosso,Centro-Oeste,10133,3,3,29.6062370472713,29.6062370472713,1.68370184470135,8.4884756155883
279,3502705,Apiaí,São Paulo,Sudeste,24374,28,25,114.876507754164,102.56831049479,0.0867339959296487,2.37904582657049
280,2100832,Apicum-Açu,Maranhão,Nordeste,17239,4,4,23.2032020418818,23.2032020418818,0.0397248029052761,3.32665787628962
281,4201257,Apiúna,Santa Catarina,Sul,10743,8,7,74.4670948524621,65.1587079959043,0.0449068089106959,1.16029414780189
282,2401008,Apodi,Rio Grande do Norte,Nordeste,35845,14,12,39.057051192635,33.47747245083,0.130802896529929,2.09437716380712
283,2901908,Aporá,Bahia,Nordeste,17731,7,7,39.4788787998421,39.4788787998421,0.0397443393895855,1.26336344880722
284,5201504,Aporé,Goiás,Centro-Oeste,4198,5,5,119.104335397809,119.104335397808,0.248490097242666,3.32311848046167
285,2901957,Apuarema,Bahia,Nordeste,7330,4,4,54.5702592087312,54.5702592087312,0.0126092168242735,0.865961963710819
286,4101408,Apucarana,Paraná,Sul,134996,405,360,300.008889152271,266.674568135352,0.0493880528443924,1.86357443651605
287,1300144,Apuí,Amazonas,Norte,21973,11,11,50.0614390388204,50.0614390388204,4.44680800333276,10.2596197683069
288,2300903,Apuiarés,Ceará,Nordeste,14600,7,7,47.945205479452,47.9452054794521,0.0443927678183229,1.12683806193307
289,2800209,Aquidabã,Sergipe,Nordeste,21563,21,11,97.3890460511061,51.0133098362936,0.0296719323376067,1.11580105465233
290,5001102,Aquidauana,Mato Grosso do Sul,Centro-Oeste,47871,61,38,127.425790144346,79.3800004177895,1.46276834775904,10.1733301171054
291,2301000,Aquiraz,Ceará,Nordeste,80271,138,131,171.917629031655,163.197169588021,0.0392171476812422,0.995351069975791
292,4201273,Arabutã,Santa Catarina,Sul,4267,11,7,257.792359971877,164.049683618467,0.0121350662851683,0.643628066356703
293,2500809,Araçagi,Paraíba,Nordeste,16987,9,9,52.9816918820274,52.9816918820274,0.0189110930499652,0.81301323521035
294,3103207,Araçaí,Minas Gerais,Sudeste,2347,2,2,85.2151682999574,85.2151682999574,0.0161131323538939,0.71441000829979
295,2800308,Aracaju,Sergipe,Nordeste,657013,2782,2192,423.431499833337,333.631145806856,0.0150431538256726,0.793386838882263
296,3502754,Araçariguama,São Paulo,Sudeste,22364,43,43,192.273296369165,192.273296369165,0.0128298074253053,0.840437327428469
297,2902054,Araçás,Bahia,Nordeste,12177,10,10,82.1220333415455,82.1220333415455,0.0394251941284267,1.07941655801185
298,2301109,Aracati,Ceará,Nordeste,74547,107,86,143.533609669068,115.363461977008,0.100093354522798,2.17907812002652
299,2902005,Aracatu,Bahia,Nordeste,13135,11,10,83.7457175485344,76.1324704986677,0.124837626732131,2.41184263478662
300,3502804,Araçatuba,São Paulo,Sudeste,197016,606,349,307.589231331466,177.14297315954,0.101465625903415,2.28363197078686
301,2902104,Araci,Bahia,Nordeste,54379,27,25,49.6515198881921,45.9736295261038,0.123801874779502,2.0494457231923
302,3103306,Aracitaba,Minas Gerais,Sudeste,2063,4,4,193.892389723703,193.892389723703,0.00928263669840135,0.571402391237584
303,2301208,Aracoiaba,Ceará,Nordeste,26469,28,28,105.784124825267,105.784124825267,0.0535020758760112,1.63772989362407
304,2601052,Araçoiaba,Pernambuco,Nordeste,20524,12,11,58.4681348664978,53.5957902942896,0.00790109302855058,0.51642859873548
305,3502903,Araçoiaba da Serra,São Paulo,Sudeste,34146,61,43,178.644643589293,125.929830726879,0.0225782557203047,0.973914689043878
306,3200607,Aracruz,Espírito Santo,Sudeste,101220,204,123,201.54119739182,121.517486662715,0.122731500913119,1.70089385423353
307,5201603,Araçu,Goiás,Centro-Oeste,3522,1,1,28.3929585462805,28.3929585462805,0.0126340283859463,0.739136232496335
308,3103405,Araçuaí,Minas Gerais,Sudeste,36708,67,62,182.52152119429,168.90051214994,0.1896934209297,2.87115526027614
309,5201702,Aragarças,Goiás,Centro-Oeste,20118,25,25,124.266825728204,124.266825728204,0.0560948763902616,1.57662646620156
310,5201801,Aragoiânia,Goiás,Centro-Oeste,10308,9,9,87.3108265424913,87.3108265424913,0.0185499845605932,0.707295764130499
311,1701309,Aragominas,Tocantins,Norte,5758,3,3,52.1014241055922,52.1014241055922,0.0959844109262633,2.35996460301828
312,1701903,Araguacema,Tocantins,Norte,7086,5,5,70.5616709003669,70.5616709003669,0.228426414276157,2.71624625446496
313,1702000,Araguaçu,Tocantins,Norte,8517,9,9,105.671010919338,105.671010919338,0.430305821978777,4.16270625912912
314,5101001,Araguaiana,Mato Grosso,Centro-Oeste,3100,1,1,32.258064516129,32.258064516129,0.540056070498906,5.44589931980771
315,1702109,Araguaína,Tocantins,Norte,180470,485,421,268.742727323101,233.279769490774,0.327605661037609,4.49022544503817
316,5101209,Araguainha,Mato Grosso,Centro-Oeste,935,0,0,0,0,0.0583327610440847,1.7920296680629
317,1702158,Araguanã,Tocantins,Norte,5729,1,1,17.4550532379124,17.4550532379124,0.0683870410898066,2.03879379500088
318,2100873,Araguanã,Maranhão,Nordeste,15426,1,1,6.48256190846623,6.48256190846623,0.0655068640781451,1.50796874809402
319,5202155,Araguapaz,Goiás,Centro-Oeste,7770,5,5,64.3500643500644,64.3500643500643,0.184457564401953,2.8633944978213
320,3103504,Araguari,Minas Gerais,Sudeste,117267,319,259,272.028789002874,220.863499535249,0.233619612178472,3.37005647269916
321,1702208,Araguatins,Tocantins,Norte,35761,12,12,33.5561086099382,33.5561086099382,0.214300654115462,3.16509058716488
322,2100907,Araioses,Maranhão,Nordeste,46440,24,24,51.6795865633075,51.6795865633075,0.14500974782878,2.46055915648194
323,5001243,Aral Moreira,Mato Grosso do Sul,Centro-Oeste,12149,6,6,49.3867808050045,49.3867808050045,0.145727764480625,2.56952084697424
324,2902203,Aramari,Bahia,Nordeste,11397,2,2,17.5484776695622,17.5484776695622,0.030631159301322,0.880147249950295
325,4300851,Arambaré,Rio Grande do Sul,Sul,3581,7,7,195.476123987713,195.476123987713,0.0489865300236261,1.20106396819898
326,2100956,Arame,Maranhão,Nordeste,32701,12,12,36.6961255007492,36.6961255007492,0.242686863767702,3.0118844713559
327,3503000,Aramina,São Paulo,Sudeste,5620,8,8,142.348754448399,142.348754448399,0.0175238759764511,0.776567659249383
328,3503109,Arandu,São Paulo,Sudeste,6357,9,9,141.576215195847,141.576215195847,0.0252143453454892,0.686529746181292
329,3103603,Arantina,Minas Gerais,Sudeste,2795,2,2,71.5563506261181,71.5563506261181,0.00781483412515627,0.525050629661401
330,3503158,Arapeí,São Paulo,Sudeste,2469,5,5,202.511138112596,202.511138112596,0.0137870416996861,0.795159020640824
331,2700300,Arapiraca,Alagoas,Nordeste,231747,596,506,257.177007685105,218.341553504468,0.0284818445688018,0.878435661646934
332,1702307,Arapoema,Tocantins,Norte,6643,15,15,225.801595664609,225.801595664609,0.127227060804501,1.94011605193024
333,3103702,Araponga,Minas Gerais,Sudeste,8439,7,7,82.9482166133428,82.9482166133428,0.0263331940182638,1.09101929740069
334,4101507,Arapongas,Paraná,Sul,123027,311,256,252.790037959147,208.084404236468,0.0337729826991335,1.02783013130023
335,3103751,Araporã,Minas Gerais,Sudeste,6869,36,36,524.093754549425,524.093754549425,0.0253062695789481,0.995635818135612
336,4101606,Arapoti,Paraná,Sul,28115,16,13,56.90912324382,46.2386626356038,0.120804834959699,2.58816797359341
337,3103801,Arapuá,Minas Gerais,Sudeste,2834,7,7,247.000705716302,247.000705716302,0.0149237423988779,0.764088070224559
338,4101655,Arapuã,Paraná,Sul,3068,4,4,130.378096479791,130.378096479791,0.0193386593152809,0.930071369194991
339,5101258,Araputanga,Mato Grosso,Centro-Oeste,16822,9,8,53.5013672571632,47.5567708952562,0.135458711148146,2.43360017171276
340,4201307,Araquari,Santa Catarina,Sul,38129,30,28,78.6802696110572,73.4349183036534,0.0347536425620092,1.38727150149588
341,2500908,Arara,Paraíba,Nordeste,13470,6,6,44.543429844098,44.543429844098,0.00810838623478105,0.516068867507829
342,4201406,Araranguá,Santa Catarina,Sul,68228,234,163,342.967696546872,238.904848449317,0.0280686329615492,1.01593647287896
343,3503208,Araraquara,São Paulo,Sudeste,236072,882,623,373.614829374089,263.902538208682,0.087648601203,1.88057162504118
344,3503307,Araras,São Paulo,Sudeste,134236,392,282,292.023004261152,210.077773473584,0.0565305641299574,1.26527837513277
345,2301257,Ararendá,Ceará,Nordeste,10935,9,9,82.3045267489712,82.3045267489712,0.0280522771160889,0.836915102817881
346,2101004,Arari,Maranhão,Nordeste,29848,19,17,63.6558563387832,56.9552398820692,0.0895534971230347,2.0633817480555
347,4300877,Araricá,Rio Grande do Sul,Sul,5698,16,16,280.800280800281,280.800280800281,0.00327493139263879,0.312562232871384
348,2301307,Araripe,Ceará,Nordeste,21600,11,9,50.9259259259259,41.6666666666667,0.0900585391707409,1.33907920272626
349,2601102,Araripina,Pernambuco,Nordeste,84418,65,60,76.9977966784335,71.0748892416309,0.166951481153234,2.03166900992992
350,3300209,Araruama,Rio de Janeiro,Sudeste,132400,320,210,241.691842900302,158.610271903323,0.056136265418786,1.34557247447452
351,2501005,Araruna,Paraíba,Nordeste,20312,24,24,118.156754627806,118.156754627806,0.0197279551691167,0.714779206251653
352,4101705,Araruna,Paraná,Sul,13970,11,11,78.7401574803149,78.740157480315,0.0437471239268916,1.44310156259775
353,2902252,Arataca,Bahia,Nordeste,11019,3,3,27.2257010618023,27.2257010618023,0.0366754895194958,1.31845266849809
354,4300901,Aratiba,Rio Grande do Sul,Sul,6235,16,13,256.615878107458,208.50040096231,0.0312491063307334,1.22855463836623
355,2301406,Aratuba,Ceará,Nordeste,11847,11,11,92.8505106778087,92.8505106778087,0.009352309492769,0.643125576500811
356,2902302,Aratuípe,Bahia,Nordeste,8825,4,4,45.3257790368272,45.3257790368272,0.014503751818296,0.87462409709187
357,2800407,Arauá,Sergipe,Nordeste,10056,6,6,59.6658711217184,59.6658711217184,0.0164731649163343,0.817405401341933
358,4101804,Araucária,Paraná,Sul,143843,580,441,403.217396745062,306.584262007884,0.0421685450295399,1.37249131708535
359,3103900,Araújos,Minas Gerais,Sudeste,9273,3,3,32.3519896473633,32.3519896473633,0.021178445782482,0.871089735430856
360,3104007,Araxá,Minas Gerais,Sudeste,106229,254,180,239.106082143294,169.445255062177,0.100257102539786,2.05107370210211
361,3104106,Arceburgo,Minas Gerais,Sudeste,10772,18,18,167.099888600074,167.099888600074,0.0141827952636504,0.673646100796037
362,3503356,Arco-Íris,São Paulo,Sudeste,1791,0,0,0,0,0.023130591688755,0.913470396153837
363,3104205,Arcos,Minas Gerais,Sudeste,40092,61,43,152.15005487379,107.253317370049,0.0440834536774446,1.37082853050256
364,2601201,Arcoverde,Pernambuco,Nordeste,74338,170,146,228.685194651457,196.400225994781,0.026546953711545,0.943732404032324
365,3104304,Areado,Minas Gerais,Sudeste,15070,17,17,112.806901128069,112.806901128069,0.0246531888676031,0.929417458527946
366,3300225,Areal,Rio de Janeiro,Sudeste,12572,24,21,190.900413617563,167.037861915368,0.00969933866099382,0.614443490760119
